Product,Type,Date,Process_Size,TDP,Die_Size,Transistors,Frequency,Foundry,Vendor,FP16,FP32,FP64
AMD Athlon X2 QL-67,CPU,12/1/2008,65.0,35.0,188.4404445518241,1929.9222785421193,2200,Unknown,AMD,,,
Intel Pentium 4 2.60,CPU,8/25/2002,130.0,92.0,146.0,55.0,2600,Intel,Intel,,,
Intel Xeon E3-1285 v6,CPU,8/1/2017,14.0,79.0,160.0,1400.0,4100,Intel,Intel,,,
AMD Sempron 2400+,CPU,1/1/2001,130.0,62.0,101.0,63.0,1667,Unknown,AMD,,,
AMD Ryzen 7 1700,CPU,3/2/2017,14.0,65.0,192.0,4800.0,3000,GF,AMD,,,
AMD Athlon 64 3000+,CPU,4/27/2004,130.0,32.0,144.0,69.0,1800,Unknown,AMD,,,
Intel Core i7-3960X,CPU,11/14/2011,32.0,130.0,435.0,2270.0,3300,Intel,Intel,,,
AMD Phenom II X6 1045T,CPU,9/1/2010,45.0,95.0,346.0,904.0,2700,Unknown,AMD,,,
AMD A8-4500M,CPU,5/15/2012,32.0,35.0,246.0,1178.0,1900,Unknown,AMD,,,
Intel Xeon E5-2660 v2,CPU,9/1/2013,22.0,95.0,160.0,1400.0,2200,Intel,Intel,,,
Intel Pentium 4 HT 3.00,CPU,4/14/2003,130.0,82.0,131.0,55.0,3000,Intel,Intel,,,
AMD Athlon 64 FX-60,CPU,1/9/2006,90.0,110.0,199.0,233.0,2600,Unknown,AMD,,,
Intel Core i5-11400T,CPU,3/16/2021,14.0,35.0,188.4404445518241,1929.9222785421193,1300,Intel,Intel,,,
AMD Athlon XP 3100+,CPU,12/1/2003,130.0,68.0,188.4404445518241,63.0,2200,Unknown,AMD,,,
AMD Sempron 3600+,CPU,5/17/2006,90.0,62.0,188.4404445518241,69.0,2200,Unknown,AMD,,,
Intel Core i5-10500,CPU,4/30/2020,14.0,65.0,188.4404445518241,1929.9222785421193,3100,Intel,Intel,,,
AMD Ryzen 3 PRO 1200,CPU,6/29/2017,14.0,65.0,192.0,4800.0,3100,GF,AMD,,,
Intel Xeon Gold 6326,CPU,4/6/2021,10.0,185.0,188.4404445518241,1929.9222785421193,2900,Intel,Intel,,,
AMD EPYC Embedded 3251,CPU,2/21/2018,14.0,50.0,213.0,4800.0,2500,GF,AMD,,,
Intel Xeon 3.6,CPU,6/28/2004,90.0,135.0,135.0,155.0,3600,Intel,Intel,,,
Intel Atom Z2760,CPU,9/27/2012,32.0,3.0,65.0,140.0,1800,Intel,Intel,,,
AMD Sempron 3400+,CPU,5/17/2006,90.0,25.0,188.4404445518241,69.0,2000,Unknown,AMD,,,
Intel Pentium G3258,CPU,6/2/2014,22.0,54.0,177.0,1400.0,3200,Intel,Intel,,,
AMD Opteron 856,CPU,4/1/2006,90.0,92.0,188.4404445518241,106.0,3000,Unknown,AMD,,,
AMD A10-5745M,CPU,6/1/2013,32.0,25.0,246.0,1178.0,2100,Unknown,AMD,,,
Intel Core i5-560M,CPU,9/26/2010,32.0,35.0,81.0,382.0,2667,Intel,Intel,,,
Intel Pentium 4-M 2.20,CPU,9/16/2002,130.0,35.0,131.0,55.0,2200,Intel,Intel,,,
Intel Core i5-430M,CPU,1/7/2010,32.0,35.0,81.0,382.0,2267,Intel,Intel,,,
AMD Ryzen Threadripper 2920X,CPU,10/3/2018,12.0,180.0,213.0,19200.0,3500,GF,AMD,,,
Intel Core i5-8650K,CPU,9/1/2018,14.0,95.0,188.4404445518241,1929.9222785421193,3700,Intel,Intel,,,
Intel Pentium 4 HT 540,CPU,6/21/2004,90.0,84.0,109.0,125.0,3200,Intel,Intel,,,
Intel Core i7-8565U,CPU,10/1/2018,14.0,28.0,123.0,1929.9222785421193,1800,Intel,Intel,,,
Intel Atom CE4100,CPU,9/24/2009,45.0,7.0,26.0,47.0,1200,Intel,Intel,,,
Intel Core i9-7940X,CPU,9/1/2017,14.0,165.0,188.4404445518241,1929.9222785421193,3100,Intel,Intel,,,
Intel Pentium Gold G6600,CPU,4/30/2020,14.0,58.0,188.4404445518241,1929.9222785421193,4200,Intel,Intel,,,
Intel Core i9-9900KS,CPU,10/28/2019,14.0,127.0,180.0,1929.9222785421193,4000,Intel,Intel,,,
Intel Atom Z3770,CPU,9/27/2013,22.0,8.0,188.4404445518241,1929.9222785421193,1467,Intel,Intel,,,
AMD Opteron X2 865 HE,CPU,8/1/2005,90.0,55.0,188.4404445518241,233.0,1800,Unknown,AMD,,,
Intel Core i7-980,CPU,6/26/2011,32.0,130.0,239.0,1170.0,3333,Intel,Intel,,,
Intel Xeon Gold 6154,CPU,7/11/2017,14.0,200.0,188.4404445518241,8000.0,3000,Intel,Intel,,,
AMD Ryzen 3 2300X,CPU,8/1/2018,14.0,65.0,210.0,4950.0,3500,GF,AMD,,,
Intel Pentium G3250,CPU,7/21/2014,22.0,54.0,177.0,1400.0,3200,Intel,Intel,,,
Intel Atom Z500,CPU,4/2/2008,45.0,1.0,26.0,47.0,800,Intel,Intel,,,
Intel Celeron E3300,CPU,8/30/2009,45.0,65.0,82.0,228.0,2500,Intel,Intel,,,
AMD Athlon 64 X2 4800+,CPU,5/23/2006,90.0,89.0,220.0,154.0,2400,Unknown,AMD,,,
AMD Athlon 64 3200+,CPU,5/31/2005,90.0,67.0,156.0,154.0,2000,Unknown,AMD,,,
AMD A10-7890K,CPU,1/11/2016,28.0,95.0,246.0,1178.0,4000,Unknown,AMD,,,
AMD A10-5757M,CPU,6/1/2013,32.0,35.0,246.0,1178.0,2500,Unknown,AMD,,,
AMD Sempron X2 2100,CPU,3/1/2008,65.0,65.0,118.0,221.0,1800,Unknown,AMD,,,
Intel Xeon MP 3.00,CPU,3/29/2005,90.0,135.0,188.4404445518241,1929.9222785421193,3000,Intel,Intel,,,
Intel Core i7-9850HL,CPU,NaT,14.0,25.0,149.0,1929.9222785421193,1900,Intel,Intel,,,
Intel Core i7-860S,CPU,1/7/2010,45.0,82.0,296.0,774.0,2533,Intel,Intel,,,
Intel Pentium 4 HT 3.40,CPU,2/2/2004,130.0,89.0,131.0,55.0,3400,Intel,Intel,,,
Intel Celeron 2.60,CPU,6/25/2003,130.0,73.0,146.0,55.0,2600,Intel,Intel,,,
AMD Athlon 64 3500+,CPU,5/23/2006,90.0,62.0,183.0,154.0,2200,Unknown,AMD,,,
Intel Pentium 4 HT 630,CPU,2/20/2005,90.0,84.0,109.0,169.0,3000,Intel,Intel,,,
Intel Celeron 445,CPU,5/1/2008,65.0,65.0,76.0,105.0,1866,Intel,Intel,,,
AMD Turion X2 RM-70,CPU,6/1/2006,65.0,31.0,188.4404445518241,1929.9222785421193,2000,Unknown,AMD,,,
AMD Opteron 146 HE,CPU,2/14/2004,130.0,55.0,193.0,106.0,2000,Unknown,AMD,,,
Intel Core i3-4160,CPU,7/21/2014,22.0,54.0,177.0,1400.0,3600,Intel,Intel,,,
Intel Core i7-4790,CPU,5/1/2014,22.0,84.0,177.0,1400.0,3600,Intel,Intel,,,
Intel Core i5-3330,CPU,9/3/2012,22.0,77.0,133.0,1929.9222785421193,3000,Intel,Intel,,,
AMD Sempron 2500+,CPU,1/1/2001,130.0,62.0,101.0,63.0,1750,Unknown,AMD,,,
Intel Core i7-7700,CPU,1/3/2017,14.0,65.0,188.4404445518241,1929.9222785421193,3600,Intel,Intel,,,
Intel Core Duo T2700,CPU,6/28/2006,65.0,31.0,90.0,151.0,2333,Intel,Intel,,,
Intel Core Solo ULV U1400,CPU,4/19/2006,65.0,5.0,90.0,151.0,1200,Intel,Intel,,,
AMD Athlon 64 3500+,CPU,6/1/2004,130.0,89.0,144.0,69.0,2200,Unknown,AMD,,,
AMD Ryzen 5 2400G,CPU,2/12/2018,14.0,65.0,210.0,4950.0,3600,GF,AMD,,,
AMD Ryzen 3 3250U,CPU,1/6/2020,12.0,15.0,210.0,4940.0,2600,GF,AMD,,,
AMD Athlon II X2 260u,CPU,10/20/2009,45.0,25.0,117.0,410.0,1800,Unknown,AMD,,,
Intel Xeon Phi 7230F,CPU,6/20/2016,14.0,230.0,188.4404445518241,8000.0,1300,Intel,Intel,,,
Intel Xeon 2.8,CPU,9/11/2002,130.0,89.0,217.0,55.0,2790,Intel,Intel,,,
Intel Pentium 4 HT 3.2E,CPU,2/1/2004,90.0,115.0,109.0,125.0,3200,Intel,Intel,,,
AMD Athlon XP 2400+,CPU,8/21/2002,130.0,65.0,80.0,37.0,2000,Unknown,AMD,,,
Intel Core 2 Duo E6320,CPU,4/1/2007,65.0,65.0,143.0,291.0,1860,Intel,Intel,,,
AMD Phenom II X2 550 BE,CPU,6/1/2009,45.0,80.0,258.0,758.0,3100,Unknown,AMD,,,
Intel Celeron G1850,CPU,5/1/2014,22.0,54.0,177.0,1400.0,2900,Intel,Intel,,,
Intel Pentium G622,CPU,5/22/2011,32.0,65.0,131.0,504.0,2600,Intel,Intel,,,
Intel Core i3-9000,CPU,9/1/2018,14.0,65.0,188.4404445518241,1929.9222785421193,3700,Intel,Intel,,,
AMD Athlon 64 FX-70,CPU,11/30/2006,90.0,125.0,235.0,227.0,2600,Unknown,AMD,,,
Intel Atom 230,CPU,6/3/2008,45.0,4.0,96.0,47.0,1600,Intel,Intel,,,
AMD Ryzen 5 3600,CPU,7/7/2019,7.0,65.0,74.0,3800.0,3600,TSMC,AMD,,,
Intel Pentium 4 HT 2.60,CPU,5/21/2003,130.0,69.0,131.0,55.0,2600,Intel,Intel,,,
AMD Ryzen 5 3580U,CPU,10/22/2019,12.0,15.0,210.0,4940.0,2100,GF,AMD,,,
Intel Core i5-11500,CPU,3/16/2021,14.0,65.0,188.4404445518241,1929.9222785421193,2700,Intel,Intel,,,
Intel Core i7-8706G,CPU,2/1/2018,14.0,65.0,188.4404445518241,1929.9222785421193,3100,Intel,Intel,,,
Intel Core i7-4960HQ,CPU,9/1/2013,22.0,47.0,264.0,1400.0,2600,Intel,Intel,,,
AMD Mobile Athlon 64 3000+,CPU,8/1/2004,130.0,35.0,193.0,106.0,2000,Unknown,AMD,,,
Intel Pentium 4 1.5,CPU,11/20/2000,180.0,58.0,217.0,42.0,1500,Intel,Intel,,,
AMD Ryzen Embedded V1202B,CPU,2/21/2018,14.0,15.0,210.0,4950.0,2300,GF,AMD,,,
Intel Core i7-870S,CPU,7/19/2010,45.0,82.0,296.0,774.0,2666,Intel,Intel,,,
Intel Xeon X5560,CPU,3/30/2009,45.0,95.0,263.0,731.0,2800,Intel,Intel,,,
Intel Pentium 4 2.0,CPU,8/27/2001,180.0,72.0,217.0,42.0,2000,Intel,Intel,,,
AMD Turion X2 Ultra ZM-80,CPU,6/1/2008,65.0,32.0,188.4404445518241,1929.9222785421193,2100,Unknown,AMD,,,
AMD Athlon 64 X2 4600+,CPU,5/23/2006,90.0,89.0,220.0,154.0,2400,Unknown,AMD,,,
Intel Core 2 Extreme X6800,CPU,7/27/2006,65.0,75.0,143.0,291.0,2933,Intel,Intel,,,
AMD Opteron X2 170,CPU,8/2/2005,90.0,110.0,188.4404445518241,233.0,2000,Unknown,AMD,,,
Intel Xeon 5040,CPU,5/23/2006,65.0,95.0,188.4404445518241,1929.9222785421193,2830,Intel,Intel,,,
Intel Xeon Phi 7250,CPU,6/20/2016,14.0,215.0,188.4404445518241,8000.0,1400,Intel,Intel,,,
Intel Xeon Gold 6328HL,CPU,4/6/2021,14.0,165.0,188.4404445518241,1929.9222785421193,2800,Intel,Intel,,,
Intel Celeron D 330,CPU,6/24/2004,90.0,84.0,109.0,125.0,2667,Intel,Intel,,,
Intel Core M-5Y10,CPU,9/5/2014,14.0,5.0,50.0,1929.9222785421193,800,Intel,Intel,,,
AMD Ryzen 5 4600GE,CPU,7/21/2020,7.0,35.0,188.4404445518241,1929.9222785421193,3300,TSMC,AMD,,,
Intel Core i7-1185G7,CPU,9/2/2020,10.0,28.0,188.4404445518241,1929.9222785421193,3000,Intel,Intel,,,
Intel Core i9-7900X,CPU,6/26/2017,14.0,140.0,188.4404445518241,1929.9222785421193,3300,Intel,Intel,,,
Intel Xeon 3.20,CPU,2/1/2004,130.0,97.0,237.0,286.0,3200,Intel,Intel,,,
Intel Celeron 2950M,CPU,9/1/2013,22.0,37.0,118.0,1400.0,2000,Intel,Intel,,,
Intel Core i9-10900,CPU,4/30/2020,14.0,65.0,188.4404445518241,1929.9222785421193,2800,Intel,Intel,,,
Intel Core M-5Y71,CPU,10/27/2014,14.0,5.0,50.0,1929.9222785421193,1200,Intel,Intel,,,
Intel Xeon W-3175X,CPU,12/19/2018,14.0,255.0,188.4404445518241,8000.0,3100,Intel,Intel,,,
AMD Turion X2 Ultra ZM-85,CPU,9/1/2008,65.0,35.0,188.4404445518241,1929.9222785421193,2300,Unknown,AMD,,,
AMD Ryzen 3 2200G,CPU,2/12/2018,14.0,65.0,210.0,4950.0,3500,GF,AMD,,,
AMD Phenom II X4 945 (95W),CPU,7/22/2009,45.0,95.0,258.0,758.0,3000,Unknown,AMD,,,
AMD EPYC 7F52,CPU,4/14/2020,7.0,155.0,74.0,3800.0,3500,TSMC,AMD,,,
Intel Mobile Pentium 4 HT 518,CPU,6/1/2004,90.0,88.0,112.0,125.0,2800,Intel,Intel,,,
Intel Core i7-1065G7,CPU,8/1/2019,10.0,25.0,188.4404445518241,1929.9222785421193,1300,Intel,Intel,,,
AMD Athlon 64 2850e,CPU,8/1/2008,65.0,22.0,77.0,122.0,1800,Unknown,AMD,,,
Intel Core i7-6700,CPU,7/1/2015,14.0,65.0,188.4404445518241,1929.9222785421193,3400,Intel,Intel,,,
AMD Athlon 64 X2 4800+,CPU,12/5/2006,65.0,65.0,126.0,154.0,2500,Unknown,AMD,,,
Intel Xeon 5080,CPU,5/23/2006,65.0,130.0,188.4404445518241,1929.9222785421193,3730,Intel,Intel,,,
Intel Celeron G465,CPU,9/1/2012,32.0,35.0,131.0,504.0,1900,Intel,Intel,,,
Intel Core i5-2405S,CPU,5/22/2011,32.0,65.0,216.0,1160.0,2500,Intel,Intel,,,
Intel Pentium III 1000S,CPU,6/1/2001,130.0,30.0,80.0,44.0,1000,Intel,Intel,,,
Intel Pentium B960,CPU,10/2/2011,32.0,35.0,131.0,504.0,2200,Intel,Intel,,,
AMD Opteron 240,CPU,5/18/2004,130.0,82.0,193.0,106.0,1400,Unknown,AMD,,,
AMD Athlon 64 X2 4200+ EE,CPU,5/23/2006,90.0,65.0,220.0,154.0,2200,Unknown,AMD,,,
AMD Phenom II X6 1075T,CPU,9/21/2010,45.0,125.0,346.0,904.0,3000,Unknown,AMD,,,
Intel Core 2 Quad Q6600 (95W),CPU,7/23/2007,65.0,95.0,143.0,582.0,2400,Intel,Intel,,,
Intel Pentium Dual-Core T4300,CPU,4/1/2009,45.0,35.0,107.0,410.0,2100,Intel,Intel,,,
Intel Core i5-7500,CPU,1/3/2017,14.0,65.0,188.4404445518241,1929.9222785421193,3400,Intel,Intel,,,
Intel Celeron G1830,CPU,12/1/2013,22.0,54.0,177.0,1400.0,2800,Intel,Intel,,,
Intel Xeon 7130N,CPU,8/27/2006,65.0,150.0,435.0,1328.0,3166,Intel,Intel,,,
Intel Xeon Phi 3120A,CPU,6/17/2013,22.0,300.0,350.0,5000.0,1100,Intel,Intel,,,
Intel Core i3-4350,CPU,5/1/2014,22.0,54.0,177.0,1400.0,3600,Intel,Intel,,,
AMD A10-6700,CPU,6/1/2013,32.0,65.0,246.0,1178.0,3700,Unknown,AMD,,,
Intel Xeon MP 3.16,CPU,3/29/2005,90.0,135.0,188.4404445518241,286.0,3167,Intel,Intel,,,
Intel Core 2 Duo E7500,CPU,1/10/2009,45.0,65.0,82.0,228.0,2933,Intel,Intel,,,
AMD A10-6700T,CPU,9/16/2013,32.0,45.0,246.0,1178.0,2500,Unknown,AMD,,,
AMD Athlon XP 1800+,CPU,10/9/2001,180.0,66.0,150.0,37.0,1533,Unknown,AMD,,,
Intel Xeon E5-2440 v2,CPU,9/1/2013,22.0,95.0,160.0,1400.0,1900,Intel,Intel,,,
AMD A9-9410 SoC,CPU,5/31/2016,28.0,25.0,124.0,1200.0,2900,Unknown,AMD,,,
Intel Core i3-4130T,CPU,9/1/2013,22.0,35.0,177.0,1400.0,2900,Intel,Intel,,,
Intel Core i5-4250U,CPU,6/4/2013,22.0,15.0,118.0,1400.0,1300,Intel,Intel,,,
AMD Athlon II X2 240,CPU,7/23/2009,45.0,65.0,117.0,410.0,2800,Unknown,AMD,,,
AMD Opteron 140,CPU,5/18/2004,130.0,82.0,193.0,106.0,1400,Unknown,AMD,,,
Intel Xeon Gold 5318Y,CPU,4/6/2021,10.0,165.0,188.4404445518241,1929.9222785421193,2100,Intel,Intel,,,
Intel Celeron G3950,CPU,1/3/2017,14.0,51.0,188.4404445518241,1929.9222785421193,3000,Intel,Intel,,,
AMD A8-6500,CPU,6/1/2013,32.0,65.0,246.0,1178.0,3500,Unknown,AMD,,,
Intel Pentium M 745,CPU,5/10/2004,90.0,21.0,84.0,140.0,1800,Intel,Intel,,,
AMD Athlon 64 X2 4600+,CPU,5/23/2006,90.0,89.0,156.0,154.0,2400,Unknown,AMD,,,
AMD Opteron 4376 HE,CPU,12/4/2012,32.0,65.0,315.0,1200.0,2600,Unknown,AMD,,,
Intel Xeon E5-2640 v2,CPU,9/1/2013,22.0,95.0,160.0,1400.0,2000,Intel,Intel,,,
AMD Ryzen 3 1200,CPU,7/27/2017,14.0,65.0,192.0,4800.0,3100,GF,AMD,,,
AMD Phenom II X4 970 BE,CPU,10/1/2010,45.0,125.0,346.0,904.0,3500,Unknown,AMD,,,
Intel Celeron N2820,CPU,12/1/2013,22.0,7.0,188.4404445518241,1929.9222785421193,2170,Intel,Intel,,,
Intel Pentium G4560T,CPU,1/3/2017,14.0,35.0,188.4404445518241,1929.9222785421193,2900,Intel,Intel,,,
Intel Xeon X5660,CPU,3/16/2010,32.0,95.0,239.0,1170.0,2800,Intel,Intel,,,
AMD Opteron X2 165,CPU,8/2/2005,90.0,110.0,188.4404445518241,233.0,1800,Unknown,AMD,,,
Intel Core i3-3217UE,CPU,8/1/2012,22.0,17.0,118.0,1929.9222785421193,1600,Intel,Intel,,,
AMD Sempron 2800+,CPU,8/1/2004,90.0,62.0,84.0,63.0,1600,Unknown,AMD,,,
AMD Phenom II X2 B53,CPU,10/1/2009,45.0,80.0,258.0,758.0,2800,Unknown,AMD,,,
AMD Athlon II X2 255,CPU,1/25/2010,45.0,65.0,117.0,410.0,3100,Unknown,AMD,,,
Intel Core i3-5005U,CPU,3/1/2015,14.0,15.0,188.4404445518241,1929.9222785421193,2000,Intel,Intel,,,
Intel Pentium 4 HT 551,CPU,6/12/2005,90.0,115.0,109.0,125.0,3400,Intel,Intel,,,
Intel Core i7-3517UE,CPU,6/3/2012,22.0,17.0,118.0,1929.9222785421193,1700,Intel,Intel,,,
Intel Xeon E5502,CPU,3/30/2009,45.0,80.0,263.0,731.0,1866,Intel,Intel,,,
Intel Celeron G555,CPU,9/1/2012,32.0,65.0,131.0,504.0,2700,Intel,Intel,,,
AMD Athlon 64 3300+,CPU,4/27/2004,130.0,89.0,144.0,105.0,2400,Unknown,AMD,,,
Intel Mobile Pentium 4 2.66,CPU,6/11/2003,130.0,66.0,131.0,55.0,2667,Intel,Intel,,,
Intel Core i9-11900T,CPU,3/16/2021,14.0,35.0,188.4404445518241,1929.9222785421193,1500,Intel,Intel,,,
AMD Opteron 6276,CPU,11/14/2011,32.0,115.0,316.0,2400.0,2300,Unknown,AMD,,,
AMD Opteron 6278,CPU,5/1/2012,32.0,115.0,316.0,2400.0,2400,Unknown,AMD,,,
Intel Xeon E5-1620 v2,CPU,9/1/2013,22.0,130.0,160.0,1400.0,3700,Intel,Intel,,,
AMD Phenom X4 9750 (95W),CPU,3/27/2008,65.0,95.0,285.0,450.0,2400,Unknown,AMD,,,
AMD Mobile Athlon 64 2700+,CPU,8/1/2005,130.0,35.0,193.0,106.0,1600,Unknown,AMD,,,
AMD Phenom X3 8600,CPU,3/27/2008,65.0,95.0,285.0,450.0,2300,Unknown,AMD,,,
AMD FX-4320,CPU,10/23/2012,32.0,95.0,315.0,1200.0,4000,Unknown,AMD,,,
AMD Athlon 64 X2 5400+ BE,CPU,2/1/2008,65.0,65.0,126.0,154.0,2800,Unknown,AMD,,,
Intel Core i3-8109U,CPU,4/5/2018,14.0,28.0,123.0,1929.9222785421193,3000,Intel,Intel,,,
Intel Celeron N2807,CPU,2/23/2014,22.0,4.0,188.4404445518241,1929.9222785421193,1580,Intel,Intel,,,
Intel Core i5-660,CPU,1/7/2010,32.0,73.0,81.0,382.0,3333,Intel,Intel,,,
Intel Xeon Bronze 3106,CPU,7/11/2017,14.0,85.0,188.4404445518241,8000.0,2100,Intel,Intel,,,
Intel Celeron D 350,CPU,6/28/2005,90.0,84.0,109.0,125.0,3200,Intel,Intel,,,
AMD Opteron X2 175,CPU,8/2/2005,90.0,110.0,188.4404445518241,233.0,2200,Unknown,AMD,,,
Intel Pentium Gold G6405,CPU,3/16/2021,14.0,65.0,188.4404445518241,1929.9222785421193,4100,Intel,Intel,,,
Intel Celeron 2.10,CPU,11/20/2002,130.0,73.0,146.0,55.0,2100,Intel,Intel,,,
Intel Core i5-11600KF,CPU,3/16/2021,14.0,125.0,188.4404445518241,1929.9222785421193,3900,Intel,Intel,,,
Intel Xeon Platinum 9222,CPU,4/2/2019,14.0,250.0,188.4404445518241,8000.0,2300,Intel,Intel,,,
Intel Core i5-2390T,CPU,2/20/2011,32.0,35.0,131.0,504.0,2700,Intel,Intel,,,
AMD A6-5400B,CPU,10/2/2012,32.0,65.0,246.0,1178.0,3600,Unknown,AMD,,,
Intel Core i7-4790K,CPU,5/1/2014,22.0,88.0,177.0,1400.0,4000,Intel,Intel,,,
Intel Pentium 4 519,CPU,12/1/2004,90.0,84.0,109.0,125.0,3060,Intel,Intel,,,
Intel Pentium III 1000,CPU,7/1/2001,130.0,30.0,80.0,44.0,1000,Intel,Intel,,,
AMD Ryzen 7 5800HS,CPU,1/12/2021,7.0,35.0,156.0,9800.0,2800,TSMC,AMD,,,
AMD Ryzen Threadripper 3970X,CPU,11/25/2019,7.0,280.0,74.0,3800.0,3700,TSMC,AMD,,,
Intel Pentium 4 HT 524,CPU,1/1/2001,90.0,84.0,109.0,125.0,3060,Intel,Intel,,,
AMD Athlon X2 4450e,CPU,4/21/2008,65.0,45.0,126.0,154.0,2300,Unknown,AMD,,,
Intel Core 2 Extreme QX9650,CPU,11/30/2007,45.0,130.0,107.0,820.0,3000,Intel,Intel,,,
Intel Atom D2700,CPU,11/1/2011,32.0,10.0,66.0,176.0,2133,Intel,Intel,,,
Intel Xeon Platinum 8353H,CPU,4/6/2021,14.0,150.0,188.4404445518241,1929.9222785421193,2500,Intel,Intel,,,
AMD Ryzen 5 1600,CPU,4/11/2017,14.0,65.0,192.0,4800.0,3200,GF,AMD,,,
AMD Athlon XP 1600+,CPU,10/9/2001,180.0,63.0,150.0,37.0,1400,Unknown,AMD,,,
AMD Ryzen Threadripper 3990X,CPU,2/7/2020,7.0,280.0,74.0,3800.0,2900,TSMC,AMD,,,
Intel Xeon Phi 5120D,CPU,6/17/2013,22.0,245.0,350.0,5000.0,1053,Intel,Intel,,,
Intel Atom S1240,CPU,12/11/2012,32.0,6.0,188.4404445518241,1929.9222785421193,1600,Intel,Intel,,,
AMD Athlon 64 3200+,CPU,4/14/2005,130.0,62.0,188.4404445518241,105.0,2000,Unknown,AMD,,,
Intel Pentium D 950,CPU,1/16/2006,65.0,130.0,140.0,376.0,3400,Intel,Intel,,,
AMD Athlon II X4 651,CPU,11/14/2011,32.0,100.0,228.0,1178.0,3000,Unknown,AMD,,,
Intel Pentium 4 1.6,CPU,7/2/2001,180.0,61.0,217.0,42.0,1600,Intel,Intel,,,
Intel Core i5-6600,CPU,7/2/2015,14.0,65.0,177.0,1929.9222785421193,3300,Intel,Intel,,,
Intel Xeon E7-4830 v3,CPU,6/1/2015,22.0,115.0,160.0,1400.0,2100,Intel,Intel,,,
AMD EPYC 7642,CPU,8/7/2019,7.0,225.0,74.0,3800.0,2400,TSMC,AMD,,,
AMD Phenom II X4 940 BE,CPU,1/8/2009,45.0,125.0,258.0,758.0,3000,Unknown,AMD,,,
Intel Xeon E5-2407 v2,CPU,9/1/2013,22.0,80.0,160.0,1400.0,2400,Intel,Intel,,,
Intel Core i5-10600KF,CPU,4/30/2020,14.0,95.0,188.4404445518241,1929.9222785421193,4100,Intel,Intel,,,
AMD Athlon 64 4000+,CPU,10/19/2004,90.0,89.0,115.0,105.0,2400,Unknown,AMD,,,
Intel Core i5-2467M,CPU,6/1/2011,32.0,17.0,149.0,624.0,1600,Intel,Intel,,,
Intel Core 2 Extreme QX6800,CPU,4/9/2007,65.0,130.0,143.0,582.0,2933,Intel,Intel,,,
Intel Core i9-9900,CPU,4/23/2019,14.0,65.0,180.0,1929.9222785421193,3100,Intel,Intel,,,
AMD Ryzen 7 3700X,CPU,7/7/2019,7.0,65.0,74.0,3800.0,3600,TSMC,AMD,,,
Intel Core i7-5960X,CPU,9/1/2014,22.0,140.0,356.0,2600.0,3000,Intel,Intel,,,
Intel Celeron G540,CPU,9/4/2011,32.0,65.0,131.0,504.0,2500,Intel,Intel,,,
Intel Pentium G4400,CPU,9/1/2015,14.0,51.0,150.0,1400.0,3300,Intel,Intel,,,
Intel Atom E625CT,CPU,11/22/2010,45.0,3.0,26.0,47.0,600,Intel,Intel,,,
Intel Pentium 4 HT 3.06,CPU,6/1/2003,130.0,110.0,146.0,55.0,3060,Intel,Intel,,,
Intel Core i5-7400,CPU,1/3/2017,14.0,65.0,188.4404445518241,1929.9222785421193,3000,Intel,Intel,,,
Intel Pentium III 1200,CPU,7/1/2001,130.0,30.0,80.0,44.0,1200,Intel,Intel,,,
AMD Sempron 3100+,CPU,1/1/2001,130.0,25.0,144.0,69.0,1800,Unknown,AMD,,,
Intel Xeon X5670,CPU,3/16/2010,32.0,95.0,239.0,1170.0,2933,Intel,Intel,,,
AMD Ryzen Threadripper 1920,CPU,7/29/2017,14.0,140.0,213.0,9600.0,3200,GF,AMD,,,
Intel Core i7-2760QM,CPU,9/4/2011,32.0,45.0,216.0,1160.0,2400,Intel,Intel,,,
Intel Core i7-920,CPU,11/17/2008,45.0,130.0,263.0,731.0,2666,Intel,Intel,,,
Intel Celeron E3200,CPU,8/30/2009,45.0,65.0,82.0,228.0,2400,Intel,Intel,,,
Intel Core i5-9500F,CPU,4/23/2019,14.0,65.0,188.4404445518241,1929.9222785421193,3000,Intel,Intel,,,
Intel Xeon MP 7041 Dual-Core,CPU,12/1/2005,90.0,135.0,213.0,200.0,3000,Intel,Intel,,,
Intel Xeon E3-1225,CPU,4/3/2011,32.0,95.0,216.0,1160.0,3100,Intel,Intel,,,
Intel Core Solo T1300,CPU,1/5/2006,65.0,27.0,90.0,151.0,1660,Intel,Intel,,,
Intel Core i5-3470T,CPU,6/1/2012,22.0,35.0,6.0,1929.9222785421193,2900,Intel,Intel,,,
Intel Pentium 4 HT 530,CPU,6/21/2004,90.0,84.0,109.0,125.0,3000,Intel,Intel,,,
Intel Pentium 4 HT 650,CPU,2/20/2005,90.0,84.0,109.0,169.0,3400,Intel,Intel,,,
Intel Xeon W3565,CPU,11/1/2009,45.0,130.0,263.0,731.0,3200,Intel,Intel,,,
Intel Pentium E6300,CPU,5/9/2009,45.0,65.0,82.0,228.0,2800,Intel,Intel,,,
Intel Core i3-10105T,CPU,3/16/2021,14.0,35.0,188.4404445518241,1929.9222785421193,3000,Intel,Intel,,,
AMD Athlon XP 1900+,CPU,1/1/2001,130.0,53.0,80.0,37.0,1600,Unknown,AMD,,,
AMD A4-1200,CPU,5/23/2013,32.0,4.0,246.0,1178.0,1000,Unknown,AMD,,,
